,Country,Discipline,Athlete,Gender,Series,FinPosn
1160,USA,Boulder,Natalia GROSSMAN,Female,WC Series Boulder 2023 Senior Female,1
1162,USA,Boulder,Natalia GROSSMAN,Female,WC Series Boulder 2021 Senior Female,1
1163,USA,Boulder,Lisa RANDS,Female,WC Series Boulder 2002 Senior Female,1
968,SLO,Boulder,Janja GARNBRET,Female,WC Series Boulder 2019 Senior Female,1
866,RUS,Boulder,Olga BIBIK,Female,WC Series Boulder 2006 Senior Female,1
241,FRA,Boulder,Juliette DANION,Female,WC Series Boulder 2007 Senior Female,1
242,FRA,Boulder,Sandrine LEVET,Female,WC Series Boulder 2001 Senior Female,1
243,FRA,Boulder,Sandrine LEVET,Female,WC Series Boulder 2000 Senior Female,1
244,FRA,Boulder,Sandrine LEVET,Female,WC Series Boulder 2005 Senior Female,1
245,FRA,Boulder,Sandrine LEVET,Female,WC Series Boulder 2004 Senior Female,1
1161,USA,Boulder,Natalia GROSSMAN,Female,WC Series Boulder 2022 Senior Female,1
246,FRA,Boulder,Sandrine LEVET,Female,WC Series Boulder 2003 Senior Female,1
248,FRA,Boulder,Stéphanie BODET,Female,WC Series Boulder 1999 Senior Female,1
691,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2010 Senior Female,1
690,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2014 Senior Female,1
689,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2015 Senior Female,1
688,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2009 Senior Female,1
687,JPN,Boulder,Miho NONAKA,Female,WC Series Boulder 2018 Senior Female,1
1159,USA,Boulder,Natalia GROSSMAN,Female,WC Series Boulder 2024 Senior Female,1
451,GBR,Boulder,Shauna COXSEY,Female,WC Series Boulder 2016 Senior Female,1
452,GBR,Boulder,Shauna COXSEY,Female,WC Series Boulder 2017 Senior Female,1
247,FRA,Boulder,Myriam MOTTEAU,Female,WC Series Boulder 2002 Senior Female,1
1122,UKR,Boulder,Nataliya PERLOVA,Female,WC Series Boulder 2002 Senior Female,1
240,FRA,Boulder,Oriane BERTONE,Female,WC Series Boulder 2025 Senior Female,1
16,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2008 Senior Female,1
17,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2012 Senior Female,1
19,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2011 Senior Female,1
18,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2013 Senior Female,1
1123,UKR,Boulder,Olga SHALAGINA,Female,WC Series Boulder 2007 Senior Female,2
21,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2010 Senior Female,2
867,RUS,Boulder,Olga BIBIK,Female,WC Series Boulder 2003 Senior Female,2
868,RUS,Boulder,Olga BIBIK,Female,WC Series Boulder 2005 Senior Female,2
869,RUS,Boulder,Olga BIBIK,Female,WC Series Boulder 2004 Senior Female,2
870,RUS,Boulder,Elena CHOUMILOVA,Female,WC Series Boulder 1999 Senior Female,2
871,RUS,Boulder,Elena CHOUMILOVA,Female,WC Series Boulder 2000 Senior Female,2
20,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2009 Senior Female,2
249,FRA,Boulder,Juliette DANION,Female,WC Series Boulder 2006 Senior Female,2
969,SLO,Boulder,Janja GARNBRET,Female,WC Series Boulder 2021 Senior Female,2
970,SLO,Boulder,Janja GARNBRET,Female,WC Series Boulder 2017 Senior Female,2
695,JPN,Boulder,Mao NAKAMURA,Female,WC Series Boulder 2025 Senior Female,2
700,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2011 Senior Female,2
699,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2012 Senior Female,2
698,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2019 Senior Female,2
697,JPN,Boulder,Akiyo NOGUCHI,Female,WC Series Boulder 2018 Senior Female,2
454,GBR,Boulder,Shauna COXSEY,Female,WC Series Boulder 2014 Senior Female,2
453,GBR,Boulder,Shauna COXSEY,Female,WC Series Boulder 2015 Senior Female,2
1,AUS,Boulder,Oceania MACKENZIE,Female,WC Series Boulder 2024 Senior Female,2
125,BEL,Boulder,Chloé GRAFTIAUX,Female,WC Series Boulder 2010 Senior Female,3
22,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2006 Senior Female,3
972,SLO,Boulder,Natalija GROS,Female,WC Series Boulder 2009 Senior Female,3
971,SLO,Boulder,Natalija GROS,Female,WC Series Boulder 2007 Senior Female,3
1164,USA,Boulder,Annie SANDERS,Female,WC Series Boulder 2025 Senior Female,3
1165,USA,Boulder,Brooke RABOUTOU,Female,WC Series Boulder 2023 Senior Female,3
1166,USA,Boulder,Brooke RABOUTOU,Female,WC Series Boulder 2022 Senior Female,3
1167,USA,Boulder,Alex PUCCIO,Female,WC Series Boulder 2011 Senior Female,3
1168,USA,Boulder,Alex PUCCIO,Female,WC Series Boulder 2013 Senior Female,3
873,RUS,Boulder,Yulia ABRAMCHUK,Female,WC Series Boulder 2005 Senior Female,3
872,RUS,Boulder,Yulia ABRAMCHUK,Female,WC Series Boulder 2004 Senior Female,3
874,RUS,Boulder,Yulia ABRAMCHUK,Female,WC Series Boulder 2008 Senior Female,3
23,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2014 Senior Female,3
1124,UKR,Boulder,Nataliya PERLOVA,Female,WC Series Boulder 2003 Senior Female,3
455,GBR,Boulder,Shauna COXSEY,Female,WC Series Boulder 2012 Senior Female,3
879,RUS,Boulder,Elena CHOUMILOVA,Female,WC Series Boulder 2001 Senior Female,4
974,SLO,Boulder,Mina MARKOVIC,Female,WC Series Boulder 2012 Senior Female,4
126,BEL,Boulder,Chloé GRAFTIAUX,Female,WC Series Boulder 2009 Senior Female,4
456,GBR,Boulder,Shauna COXSEY,Female,WC Series Boulder 2013 Senior Female,4
973,SLO,Boulder,Janja GARNBRET,Female,WC Series Boulder 2018 Senior Female,4
24,AUT,Boulder,Katharina SAURWEIN,Female,WC Series Boulder 2008 Senior Female,4
530,GER,Boulder,Juliane WURM,Female,WC Series Boulder 2014 Senior Female,4
1053,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2015 Senior Female,4
197,CZE,Boulder,Silvie RAJFOVA,Female,WC Series Boulder 2007 Senior Female,5
196,CZE,Boulder,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Boulder 2003 Senior Female,5
978,SLO,Boulder,Natalija GROS,Female,WC Series Boulder 2008 Senior Female,5
796,KOR,Boulder,Jain KIM,Female,WC Series Boulder 2009 Senior Female,5
977,SLO,Boulder,Mina MARKOVIC,Female,WC Series Boulder 2011 Senior Female,5
609,ISR,Boulder,Ayala KEREM,Female,WC Series Boulder 2023 Senior Female,5
975,SLO,Boulder,Janja GARNBRET,Female,WC Series Boulder 2024 Senior Female,5
195,CZE,Boulder,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Boulder 2000 Senior Female,5
26,AUT,Boulder,Anna STÖHR,Female,WC Series Boulder 2005 Senior Female,5
1054,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2017 Senior Female,5
534,GER,Boulder,Juliane WURM,Female,WC Series Boulder 2010 Senior Female,5
533,GER,Boulder,Juliane WURM,Female,WC Series Boulder 2013 Senior Female,5
532,GER,Boulder,Monika RETSCHY,Female,WC Series Boulder 2016 Senior Female,5
531,GER,Boulder,Hannah MEUL,Female,WC Series Boulder 2022 Senior Female,5
217,ESP,Boulder,Leire AGUIRRE,Female,WC Series Boulder 2005 Senior Female,6
855,POL,Boulder,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Boulder 1999 Senior Female,6
1045,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2021 Senior Female,6
618,ITA,Boulder,Jenny LAVARDA,Female,WC Series Boulder 2004 Senior Female,6
457,GBR,Boulder,Erin MCNEICE,Female,WC Series Boulder 2025 Senior Female,6
536,GER,Boulder,Juliane WURM,Female,WC Series Boulder 2012 Senior Female,6
535,GER,Boulder,Juliane WURM,Female,WC Series Boulder 2011 Senior Female,6
1046,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2023 Senior Female,6
1047,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2018 Senior Female,6
127,BEL,Boulder,Chloé GRAFTIAUX,Female,WC Series Boulder 2006 Senior Female,6
1048,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2017 Senior Female,6
1055,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2019 Senior Female,6
128,BEL,Boulder,Chloé GRAFTIAUX,Female,WC Series Boulder 2007 Senior Female,7
798,KOR,Boulder,Jain KIM,Female,WC Series Boulder 2011 Senior Female,7
797,KOR,Boulder,Sol SA,Female,WC Series Boulder 2015 Senior Female,7
1103,SWE,Boulder,Angelica LIND,Female,WC Series Boulder 2008 Senior Female,7
2,AUS,Boulder,Oceania MACKENZIE,Female,WC Series Boulder 2023 Senior Female,7
619,ITA,Boulder,Giulia GIAMMARCO,Female,WC Series Boulder 2003 Senior Female,7
620,ITA,Boulder,Stella MARCHISIO,Female,WC Series Boulder 2002 Senior Female,7
1126,UKR,Boulder,Nataliya PERLOVA,Female,WC Series Boulder 2004 Senior Female,7
1125,UKR,Boulder,Nataliya PERLOVA,Female,WC Series Boulder 2001 Senior Female,7
1049,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2022 Senior Female,8
1104,SWE,Boulder,Anja HODANN,Female,WC Series Boulder 2006 Senior Female,8
129,BEL,Boulder,Chloé GRAFTIAUX,Female,WC Series Boulder 2008 Senior Female,8
537,GER,Boulder,Nicola HAAGER,Female,WC Series Boulder 2001 Senior Female,8
458,GBR,Boulder,Michaela TRACY,Female,WC Series Boulder 2017 Senior Female,8
621,ITA,Boulder,Camilla MORONI,Female,WC Series Boulder 2025 Senior Female,8
1056,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2016 Senior Female,8
460,GBR,Boulder,Shauna COXSEY,Female,WC Series Boulder 2018 Senior Female,9
459,GBR,Boulder,Erin MCNEICE,Female,WC Series Boulder 2024 Senior Female,9
624,ITA,Boulder,Jenny LAVARDA,Female,WC Series Boulder 2002 Senior Female,9
623,ITA,Boulder,Giulia GIAMMARCO,Female,WC Series Boulder 2002 Senior Female,9
622,ITA,Boulder,Camilla MORONI,Female,WC Series Boulder 2022 Senior Female,9
1105,SWE,Boulder,Angelica LIND,Female,WC Series Boulder 2007 Senior Female,9
856,POL,Boulder,Renata PISZCZEK,Female,WC Series Boulder 2001 Senior Female,9
801,KOR,Boulder,Chaehyun SEO,Female,WC Series Boulder 2022 Senior Female,10
802,KOR,Boulder,Jain KIM,Female,WC Series Boulder 2012 Senior Female,10
625,ITA,Boulder,Jenny LAVARDA,Female,WC Series Boulder 2010 Senior Female,10
538,GER,Boulder,Alma BESTVATER,Female,WC Series Boulder 2018 Senior Female,10
218,ESP,Boulder,Leire AGUIRRE,Female,WC Series Boulder 2001 Senior Female,10
800,KOR,Boulder,Chaehyun SEO,Female,WC Series Boulder 2023 Senior Female,10
1107,SWE,Boulder,Anja HODANN,Female,WC Series Boulder 2007 Senior Female,10
1106,SWE,Boulder,Angelica LIND,Female,WC Series Boulder 2009 Senior Female,10
799,KOR,Boulder,Sol SA,Female,WC Series Boulder 2016 Senior Female,10
1127,UKR,Boulder,Ievgeniia KAZBEKOVA,Female,WC Series Boulder 2019 Senior Female,10
1128,UKR,Boulder,Olga SHALAGINA,Female,WC Series Boulder 2006 Senior Female,10
539,GER,Boulder,Tanja BAUER,Female,WC Series Boulder 2000 Senior Female,10
1129,UKR,Boulder,Olga SHALAGINA,Female,WC Series Boulder 2009 Senior Female,11
200,CZE,Boulder,Silvie RAJFOVA,Female,WC Series Boulder 2008 Senior Female,11
4,AUS,Boulder,Oceania MACKENZIE,Female,WC Series Boulder 2025 Senior Female,11
3,AUS,Boulder,Samantha BERRY,Female,WC Series Boulder 2007 Senior Female,11
199,CZE,Boulder,Helena LIPENSKA,Female,WC Series Boulder 2006 Senior Female,11
857,POL,Boulder,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Boulder 2001 Senior Female,11
198,CZE,Boulder,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Boulder 2002 Senior Female,11
626,ITA,Boulder,Giulia GIAMMARCO,Female,WC Series Boulder 2004 Senior Female,11
1057,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2014 Senior Female,11
1130,UKR,Boulder,Nataliya PERLOVA,Female,WC Series Boulder 2000 Senior Female,11
5,AUS,Boulder,Samantha BERRY,Female,WC Series Boulder 2004 Senior Female,12
803,KOR,Boulder,Sol SA,Female,WC Series Boulder 2018 Senior Female,12
804,KOR,Boulder,Sol SA,Female,WC Series Boulder 2017 Senior Female,12
805,KOR,Boulder,Jain KIM,Female,WC Series Boulder 2010 Senior Female,12
627,ITA,Boulder,Stella MARCHISIO,Female,WC Series Boulder 1999 Senior Female,12
610,ISR,Boulder,Ayala KEREM,Female,WC Series Boulder 2022 Senior Female,12
219,ESP,Boulder,Ruth PLANNELS,Female,WC Series Boulder 2001 Senior Female,12
827,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2011 Senior Female,12
1131,UKR,Boulder,Nataliya PERLOVA,Female,WC Series Boulder 1999 Senior Female,12
153,CAN,Boulder,Alannah YIP,Female,WC Series Boulder 2019 Senior Female,12
173,CHN,Boulder,Zhilu LUO,Female,WC Series Boulder 2023 Senior Female,12
130,BEL,Boulder,Chloe CAULIER,Female,WC Series Boulder 2017 Senior Female,13
858,POL,Boulder,Renata PISZCZEK,Female,WC Series Boulder 2004 Senior Female,13
842,NOR,Boulder,Therese JOHANNESEN,Female,WC Series Boulder 2009 Senior Female,13
1058,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2011 Senior Female,13
221,ESP,Boulder,Leire AGUIRRE,Female,WC Series Boulder 2002 Senior Female,14
220,ESP,Boulder,Josune BERECIARTU URRUZOLA,Female,WC Series Boulder 1999 Senior Female,14
131,BEL,Boulder,Chloe CAULIER,Female,WC Series Boulder 2018 Senior Female,14
201,CZE,Boulder,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Boulder 1999 Senior Female,15
1108,SWE,Boulder,Ingela NILSSON,Female,WC Series Boulder 2000 Senior Female,15
829,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2014 Senior Female,15
828,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2008 Senior Female,15
1059,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2021 Senior Female,15
1060,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2018 Senior Female,15
1062,SUI,Boulder,Petra KLINGLER,Female,WC Series Boulder 2013 Senior Female,16
1061,SUI,Boulder,Nina CAPREZ,Female,WC Series Boulder 2008 Senior Female,16
132,BEL,Boulder,Chloe CAULIER,Female,WC Series Boulder 2016 Senior Female,16
202,CZE,Boulder,Helena LIPENSKA,Female,WC Series Boulder 2005 Senior Female,16
222,ESP,Boulder,Leire AGUIRRE,Female,WC Series Boulder 2000 Senior Female,16
223,ESP,Boulder,Berta MARTIN SANCHO,Female,WC Series Boulder 2004 Senior Female,16
1109,SWE,Boulder,Anja HODANN,Female,WC Series Boulder 2005 Senior Female,17
174,CHN,Boulder,Zhilu LUO,Female,WC Series Boulder 2022 Senior Female,17
175,CHN,Boulder,Zhilu LUO,Female,WC Series Boulder 2024 Senior Female,17
843,NOR,Boulder,Therese JOHANSEN,Female,WC Series Boulder 2013 Senior Female,17
133,BEL,Boulder,Kim ANTHONI,Female,WC Series Boulder 2000 Senior Female,17
154,CAN,Boulder,Madison RICHARDSON,Female,WC Series Boulder 2024 Senior Female,18
203,CZE,Boulder,Helena LIPENSKA,Female,WC Series Boulder 2001 Senior Female,18
830,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2012 Senior Female,18
1050,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2016 Senior Female,18
176,CHN,Boulder,Yuetong ZHANG,Female,WC Series Boulder 2019 Senior Female,19
6,AUS,Boulder,Samantha BERRY,Female,WC Series Boulder 2003 Senior Female,19
204,CZE,Boulder,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Boulder 2001 Senior Female,19
155,CAN,Boulder,Alannah YIP,Female,WC Series Boulder 2018 Senior Female,19
134,BEL,Boulder,Chloe CAULIER,Female,WC Series Boulder 2021 Senior Female,20
7,AUS,Boulder,Samantha BERRY,Female,WC Series Boulder 2005 Senior Female,20
156,CAN,Boulder,Alannah YIP,Female,WC Series Boulder 2017 Senior Female,20
157,CAN,Boulder,Alannah YIP,Female,WC Series Boulder 2016 Senior Female,21
1118,TPE,Boulder,Hung ying LEE,Female,WC Series Boulder 2017 Senior Female,21
224,ESP,Boulder,Ruth PLANNELS,Female,WC Series Boulder 2000 Senior Female,22
607,IRI,Boulder,Elnaz REKABI,Female,WC Series Boulder 2019 Senior Female,22
8,AUS,Boulder,Samantha BERRY,Female,WC Series Boulder 2006 Senior Female,23
831,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2015 Senior Female,23
158,CAN,Boulder,Madison RICHARDSON,Female,WC Series Boulder 2025 Senior Female,23
1051,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2015 Senior Female,24
225,ESP,Boulder,Cristina GONZALEZ,Female,WC Series Boulder 1999 Senior Female,24
159,CAN,Boulder,Madison FISCHER,Female,WC Series Boulder 2023 Senior Female,24
832,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2010 Senior Female,24
603,HKG,Boulder,Hiu ying LIU,Female,WC Series Boulder 2002 Senior Female,25
160,CAN,Boulder,Stacey WELDON,Female,WC Series Boulder 2015 Senior Female,25
833,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2013 Senior Female,25
1110,SWE,Boulder,Ingela NILSSON,Female,WC Series Boulder 1999 Senior Female,25
1111,SWE,Boulder,Angelica LIND,Female,WC Series Boulder 2006 Senior Female,26
226,ESP,Boulder,Nuria MARTI,Female,WC Series Boulder 2000 Senior Female,26
161,CAN,Boulder,Elise SETHNA,Female,WC Series Boulder 2013 Senior Female,26
9,AUS,Boulder,Oceania MACKENZIE,Female,WC Series Boulder 2019 Senior Female,26
146,BUL,Boulder,Ina DZHAMBAZOVA,Female,WC Series Boulder 2000 Senior Female,27
1119,TPE,Boulder,Hung ying LEE,Female,WC Series Boulder 2016 Senior Female,27
177,CHN,Boulder,Rong JIANG,Female,WC Series Boulder 2014 Senior Female,27
1112,SWE,Boulder,Angelica LIND,Female,WC Series Boulder 2005 Senior Female,28
834,NED,Boulder,Irene PIEPER,Female,WC Series Boulder 2003 Senior Female,29
178,CHN,Boulder,Xuhua PAN,Female,WC Series Boulder 2012 Senior Female,29
844,NOR,Boulder,Hannah MIDTBOE,Female,WC Series Boulder 2010 Senior Female,29
612,ISR,Boulder,Ayala KEREM,Female,WC Series Boulder 2024 Senior Female,30
611,ISR,Boulder,Ayala KEREM,Female,WC Series Boulder 2021 Senior Female,30
162,CAN,Boulder,Alannah YIP,Female,WC Series Boulder 2022 Senior Female,30
604,HKG,Boulder,Shun-yuk CHOI,Female,WC Series Boulder 2002 Senior Female,31
179,CHN,Boulder,Yuetong ZHANG,Female,WC Series Boulder 2025 Senior Female,31
602,GRE,Boulder,Vasiliki ZANTZOU,Female,WC Series Boulder 2000 Senior Female,32
850,NZL,Boulder,Emma HAWKE,Female,WC Series Boulder 2004 Senior Female,32
846,NOR,Boulder,Hannah MIDTBOE,Female,WC Series Boulder 2015 Senior Female,32
845,NOR,Boulder,Hannah MIDTBOE,Female,WC Series Boulder 2009 Senior Female,32
859,POL,Boulder,Renata PISZCZEK,Female,WC Series Boulder 2000 Senior Female,32
835,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2016 Senior Female,32
613,ISR,Boulder,Ayala KEREM,Female,WC Series Boulder 2025 Senior Female,32
181,CHN,Boulder,Di NIU,Female,WC Series Boulder 2015 Senior Female,33
10,AUS,Boulder,Christina BEDARD,Female,WC Series Boulder 2006 Senior Female,33
180,CHN,Boulder,Li-ping HUANG,Female,WC Series Boulder 2004 Senior Female,33
847,NOR,Boulder,Therese JOHANNESEN,Female,WC Series Boulder 2008 Senior Female,33
836,NED,Boulder,Vera ZIJLSTRA,Female,WC Series Boulder 2009 Senior Female,33
182,CHN,Boulder,Rong JIANG,Female,WC Series Boulder 2015 Senior Female,34
1120,TPE,Boulder,Hung ying LEE,Female,WC Series Boulder 2018 Senior Female,34
216,DEN,Boulder,Sheila JENSEN,Female,WC Series Boulder 2002 Senior Female,34
851,NZL,Boulder,Emma HAWKE,Female,WC Series Boulder 2003 Senior Female,34
860,POL,Boulder,Katarzyna EKWINSKA,Female,WC Series Boulder 2015 Senior Female,35
861,POL,Boulder,Renata PISZCZEK,Female,WC Series Boulder 2005 Senior Female,35
614,ISR,Boulder,Noa SHIRAN,Female,WC Series Boulder 2023 Senior Female,36
1097,SVK,Boulder,Vanda MICHALKOVA,Female,WC Series Boulder 2019 Senior Female,37
615,ISR,Boulder,Maya DREAMER,Female,WC Series Boulder 2024 Senior Female,37
852,NZL,Boulder,Emma HAWKE,Female,WC Series Boulder 2001 Senior Female,37
616,ISR,Boulder,Valeri KREMER,Female,WC Series Boulder 2015 Senior Female,38
605,HKG,Boulder,Ming-o WONG,Female,WC Series Boulder 2004 Senior Female,39
608,IRI,Boulder,Elnaz REKABI,Female,WC Series Boulder 2017 Senior Female,39
1052,SRB,Boulder,Stasa GEJO,Female,WC Series Boulder 2024 Senior Female,39
147,BUL,Boulder,Petia gueorguieva IVANOVA,Female,WC Series Boulder 2000 Senior Female,39
848,NOR,Boulder,Hannah MIDTBOE,Female,WC Series Boulder 2014 Senior Female,40
849,NOR,Boulder,Therese JOHANNESEN,Female,WC Series Boulder 2007 Senior Female,40
853,NZL,Boulder,Mayan SMITH-GOBAT,Female,WC Series Boulder 2006 Senior Female,41
148,BUL,Boulder,Maria GEORGIEVA,Female,WC Series Boulder 2000 Senior Female,42
795,KAZ,Boulder,Tamara ULZHABAYEVA,Female,WC Series Boulder 2015 Senior Female,42
854,NZL,Boulder,Emma HAWKE,Female,WC Series Boulder 2002 Senior Female,43
862,POL,Boulder,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Boulder 2000 Senior Female,44
149,BUL,Boulder,Tzveta konstantin KOJOUHAROVA,Female,WC Series Boulder 2000 Senior Female,44
0,ARG,Boulder,Valentina AGUADO,Female,WC Series Boulder 2019 Senior Female,45
1098,SVK,Boulder,Martina BURŠÍKOVÁ,Female,WC Series Boulder 2023 Senior Female,45
617,ISR,Boulder,Maya DREAMER,Female,WC Series Boulder 2021 Senior Female,45
150,BUL,Boulder,Spasina NEDYALKOVA,Female,WC Series Boulder 2006 Senior Female,46
863,POL,Boulder,Edyta ROPEK,Female,WC Series Boulder 2001 Senior Female,46
151,BUL,Boulder,Spasina NEDYALKOVA,Female,WC Series Boulder 2007 Senior Female,47
144,BRA,Boulder,Ana luisa SHIRAWA,Female,WC Series Boulder 2002 Senior Female,47
1121,TPE,Boulder,Hung ying LEE,Female,WC Series Boulder 2019 Senior Female,47
606,HKG,Boulder,Shun-yuk CHOI,Female,WC Series Boulder 2000 Senior Female,47
865,POL,Boulder,Agata MODRZEJEWSKA,Female,WC Series Boulder 2010 Senior Female,48
1099,SVK,Boulder,Martina BURŠÍKOVÁ,Female,WC Series Boulder 2025 Senior Female,48
1100,SVK,Boulder,Martina BURŠÍKOVÁ,Female,WC Series Boulder 2024 Senior Female,48
145,BRA,Boulder,Vanessa VALENTIM,Female,WC Series Boulder 2002 Senior Female,48
1102,SVK,Boulder,Mária ČELKOVÁ,Female,WC Series Boulder 2016 Senior Female,49
1101,SVK,Boulder,Zuzana CINTALOVA,Female,WC Series Boulder 2006 Senior Female,49
152,BUL,Boulder,Petya GARBOVA,Female,WC Series Boulder 2006 Senior Female,49
432,GBR,Boulder,Malcolm SMITH,Male,WC Series Boulder 2002 Senior Male,1
1060,SLO,Boulder,Jernej KRUDER,Male,WC Series Boulder 2018 Senior Male,1
984,RUS,Boulder,Rustam GELMANOV,Male,WC Series Boulder 2012 Senior Male,1
983,RUS,Boulder,Dmitrii SHARAFUTDINOV,Male,WC Series Boulder 2013 Senior Male,1
886,KOR,Boulder,Jongwon CHON,Male,WC Series Boulder 2017 Senior Male,1
885,KOR,Boulder,Jongwon CHON,Male,WC Series Boulder 2015 Senior Male,1
139,CZE,Boulder,Adam ONDRA,Male,WC Series Boulder 2010 Senior Male,1
742,JPN,Boulder,Tomoa NARASAKI,Male,WC Series Boulder 2016 Senior Male,1
741,JPN,Boulder,Tomoa NARASAKI,Male,WC Series Boulder 2019 Senior Male,1
740,JPN,Boulder,Yoshiyuki OGATA,Male,WC Series Boulder 2022 Senior Male,1
738,JPN,Boulder,Sorato ANRAKU,Male,WC Series Boulder 2024 Senior Male,1
165,ESP,Boulder,Pedro PONS,Male,WC Series Boulder 2000 Senior Male,1
737,JPN,Boulder,Sorato ANRAKU,Male,WC Series Boulder 2025 Senior Male,1
736,JPN,Boulder,Sorato ANRAKU,Male,WC Series Boulder 2023 Senior Male,1
645,ITA,Boulder,Christian CORE,Male,WC Series Boulder 2002 Senior Male,1
739,JPN,Boulder,Yoshiyuki OGATA,Male,WC Series Boulder 2021 Senior Male,1
14,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2007 Senior Male,1
15,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2011 Senior Male,1
198,FRA,Boulder,Jérôme MEYER,Male,WC Series Boulder 2002 Senior Male,1
196,FRA,Boulder,Jérôme MEYER,Male,WC Series Boulder 2003 Senior Male,1
195,FRA,Boulder,Daniel DU LAC,Male,WC Series Boulder 2004 Senior Male,1
523,GER,Boulder,Jan HOJER,Male,WC Series Boulder 2014 Senior Male,1
197,FRA,Boulder,Jérôme MEYER,Male,WC Series Boulder 2001 Senior Male,1
11,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2009 Senior Male,1
12,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2005 Senior Male,1
13,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2008 Senior Male,1
644,ITA,Boulder,Christian CORE,Male,WC Series Boulder 1999 Senior Male,1
199,FRA,Boulder,Jérôme MEYER,Male,WC Series Boulder 2006 Senior Male,1
987,RUS,Boulder,Dmitrii SHARAFUTDINOV,Male,WC Series Boulder 2011 Senior Male,2
986,RUS,Boulder,Dmitrii SHARAFUTDINOV,Male,WC Series Boulder 2014 Senior Male,2
985,RUS,Boulder,Dmitrii SHARAFUTDINOV,Male,WC Series Boulder 2007 Senior Male,2
524,GER,Boulder,Jan HOJER,Male,WC Series Boulder 2015 Senior Male,2
988,RUS,Boulder,Rustam GELMANOV,Male,WC Series Boulder 2009 Senior Male,2
201,FRA,Boulder,Jérôme MEYER,Male,WC Series Boulder 2005 Senior Male,2
887,KOR,Boulder,Dohyun LEE,Male,WC Series Boulder 2023 Senior Male,2
747,JPN,Boulder,Tomoa NARASAKI,Male,WC Series Boulder 2017 Senior Male,2
140,CZE,Boulder,Adam ONDRA,Male,WC Series Boulder 2019 Senior Male,2
748,JPN,Boulder,Meichi NARASAKI,Male,WC Series Boulder 2024 Senior Male,2
746,JPN,Boulder,Tomoa NARASAKI,Male,WC Series Boulder 2018 Senior Male,2
989,RUS,Boulder,Salavat RAKHMETOV,Male,WC Series Boulder 2003 Senior Male,2
646,ITA,Boulder,Mauro CALIBANI,Male,WC Series Boulder 2001 Senior Male,2
